locus_tag	ftype	length_bp	gene	EC_number	COG	product
KBOACNCO_02895	CDS	1089				hypothetical protein
KBOACNCO_02896	CDS	1026	nitA	3.5.5.7		Aliphatic nitrilase
KBOACNCO_02897	CDS	483				hypothetical protein
KBOACNCO_02898	CDS	1251	czcO	1.-.-.-	COG2072	putative oxidoreductase CzcO
KBOACNCO_02899	CDS	1110				hypothetical protein
KBOACNCO_02900	CDS	468				hypothetical protein
KBOACNCO_02901	CDS	303				hypothetical protein
KBOACNCO_02902	CDS	2655				hypothetical protein
KBOACNCO_02903	CDS	2367	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KBOACNCO_02904	CDS	870				hypothetical protein
KBOACNCO_02905	CDS	1518	spkD	2.7.11.1		Serine/threonine-protein kinase D
KBOACNCO_02906	CDS	378				hypothetical protein
KBOACNCO_02907	CDS	168				hypothetical protein
KBOACNCO_02908	CDS	165				hypothetical protein
KBOACNCO_02909	CDS	3759				hypothetical protein
KBOACNCO_02910	CDS	465		3.6.1.25	COG2954	Inorganic triphosphatase
KBOACNCO_02911	CDS	423				hypothetical protein
KBOACNCO_02912	CDS	1359				hypothetical protein
KBOACNCO_02913	CDS	405	zntR		COG0789	HTH-type transcriptional regulator ZntR
KBOACNCO_02914	CDS	1254				hypothetical protein
KBOACNCO_02915	CDS	438				hypothetical protein
KBOACNCO_02916	CDS	786			COG3039	IS5 family transposase IS5Sb
KBOACNCO_02917	CDS	543				hypothetical protein
KBOACNCO_02918	CDS	285				IS630 family transposase ISTcSa
KBOACNCO_02919	CDS	786			COG3039	IS5 family transposase IS5Sb
KBOACNCO_02920	CDS	849				IS630 family transposase ISTcSa
KBOACNCO_02921	CDS	294				IS630 family transposase ISTcSa
KBOACNCO_02922	CDS	2808	pacL_3	7.2.2.10	COG0474	Calcium-transporting ATPase
KBOACNCO_02923	CDS	1143	corA_1		COG0598	Cobalt/magnesium transport protein CorA
KBOACNCO_02924	CDS	510				hypothetical protein
KBOACNCO_02925	CDS	321				hypothetical protein
KBOACNCO_02926	CDS	2955	polA	2.7.7.7	COG0258	DNA polymerase I
KBOACNCO_02927	CDS	1209				hypothetical protein
KBOACNCO_02928	CDS	660				IS701 family transposase IS4Sa2
KBOACNCO_02929	CDS	411				hypothetical protein
KBOACNCO_02930	CDS	345			COG3039	IS5 family transposase IS5Sa
KBOACNCO_02931	CDS	921				hypothetical protein
KBOACNCO_02932	CDS	393	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
KBOACNCO_02933	CDS	1287	rocG	1.4.1.2	COG0334	Catabolic NAD-specific glutamate dehydrogenase RocG
KBOACNCO_02934	CDS	414	queF	1.7.1.13		NADPH-dependent 7-cyano-7-deazaguanine reductase
KBOACNCO_02935	CDS	969	ybhN		COG0392	Inner membrane protein YbhN
KBOACNCO_02936	CDS	402				hypothetical protein
KBOACNCO_02937	CDS	387				hypothetical protein
KBOACNCO_02938	CDS	243				hypothetical protein
KBOACNCO_02939	CDS	1050	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
KBOACNCO_02940	CDS	111	petM			Cytochrome b6-f complex subunit 7
KBOACNCO_02941	CDS	1125	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
KBOACNCO_02942	CDS	1569				hypothetical protein
KBOACNCO_02943	CDS	495				hypothetical protein
KBOACNCO_02944	CDS	252				hypothetical protein
KBOACNCO_02945	CDS	1098	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
KBOACNCO_02946	CDS	1854				hypothetical protein
KBOACNCO_02947	CDS	1155	pfp_2	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
KBOACNCO_02948	CDS	1032	pyrD_1	1.3.-.-		Dihydroorotate dehydrogenase
KBOACNCO_02949	CDS	483				hypothetical protein
KBOACNCO_02950	CDS	450				hypothetical protein
KBOACNCO_02951	CDS	3600	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
KBOACNCO_02952	CDS	573				hypothetical protein
KBOACNCO_02953	CDS	1848	btuD_10	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KBOACNCO_02954	CDS	813	modA		COG0725	Molybdate-binding protein ModA
KBOACNCO_02955	CDS	2511				hypothetical protein
KBOACNCO_02956	CDS	939				hypothetical protein
KBOACNCO_02957	CDS	225	ycf12			Photosystem II reaction center protein Ycf12
KBOACNCO_02958	CDS	372				hypothetical protein
KBOACNCO_02959	CDS	2163	mshA_14	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KBOACNCO_02960	CDS	561				hypothetical protein
KBOACNCO_02961	CDS	486				hypothetical protein
KBOACNCO_02962	CDS	4209	rcsC_24	2.7.13.3		Sensor histidine kinase RcsC
KBOACNCO_02963	CDS	492				hypothetical protein
KBOACNCO_02964	CDS	3003				hypothetical protein
KBOACNCO_02965	CDS	549				hypothetical protein
KBOACNCO_02966	CDS	360	afsQ1			Transcriptional regulatory protein AfsQ1
KBOACNCO_02967	CDS	1209	rcsC_25	2.7.13.3		Sensor histidine kinase RcsC
KBOACNCO_02968	CDS	1755				hypothetical protein
KBOACNCO_02969	CDS	918	ilvE_2	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
KBOACNCO_02970	CDS	315	gatC	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
KBOACNCO_02971	CDS	1011	cbiX	4.99.1.3		Sirohydrochlorin cobaltochelatase
KBOACNCO_02972	CDS	108				hypothetical protein
KBOACNCO_02973	CDS	1302	mgsA	4.2.3.3		Methylglyoxal synthase
KBOACNCO_02974	CDS	1170	aspC_2	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
KBOACNCO_02975	CDS	777				hypothetical protein
KBOACNCO_02976	CDS	1506	crtNb_2	1.14.99.44		4,4'-diapolycopene oxygenase
KBOACNCO_02977	CDS	1188				hypothetical protein
KBOACNCO_02978	CDS	399				hypothetical protein
KBOACNCO_02979	CDS	1074				hypothetical protein
KBOACNCO_02980	CDS	915	cmpR_3			HTH-type transcriptional activator CmpR
KBOACNCO_02981	CDS	1359	cmpA			Bicarbonate-binding protein CmpA
KBOACNCO_02982	CDS	843	cmpB_2			Bicarbonate transport system permease protein CmpB
KBOACNCO_02983	CDS	1731				putative protein
KBOACNCO_02984	CDS	2004	cmpC_2	3.6.3.-		Bicarbonate transport ATP-binding protein CmpC
KBOACNCO_02985	CDS	849	cmpD_2	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
KBOACNCO_02986	CDS	1524	ndhD1_4	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
KBOACNCO_02987	CDS	147				hypothetical protein
KBOACNCO_02988	CDS	1905	nuoL_3	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
KBOACNCO_02989	CDS	1035				hypothetical protein
KBOACNCO_02990	CDS	306				hypothetical protein
KBOACNCO_02991	CDS	693	chlM	2.1.1.11		Magnesium-protoporphyrin O-methyltransferase
KBOACNCO_02992	CDS	783	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
KBOACNCO_02993	CDS	699	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
KBOACNCO_02994	CDS	1518	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
KBOACNCO_02995	CDS	1665				hypothetical protein
KBOACNCO_02996	CDS	123				hypothetical protein
KBOACNCO_02997	CDS	1266				hypothetical protein
KBOACNCO_02998	CDS	972	lacF_2			Lactose transport system permease protein LacF
KBOACNCO_02999	CDS	897	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
KBOACNCO_03000	CDS	816				hypothetical protein
KBOACNCO_03001	CDS	1119	sasA_16	2.7.-.-		Adaptive-response sensory-kinase SasA
KBOACNCO_03002	CDS	2520	cpoB_2			Cell division coordinator CpoB
KBOACNCO_03003	CDS	1842				hypothetical protein
KBOACNCO_03004	CDS	1053	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
KBOACNCO_03005	CDS	909				hypothetical protein
KBOACNCO_03006	CDS	501				hypothetical protein
KBOACNCO_03007	CDS	1002	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
KBOACNCO_03008	CDS	1164	corA_2		COG0598	Cobalt/magnesium transport protein CorA
KBOACNCO_03009	CDS	750	uppS	2.5.1.-		Isoprenyl transferase
KBOACNCO_03010	CDS	912	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
KBOACNCO_03011	CDS	1410	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
KBOACNCO_03012	CDS	1425	era_4			GTPase Era
KBOACNCO_03013	CDS	1755	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
KBOACNCO_03014	CDS	957		2.4.-.-		putative glycosyltransferase
KBOACNCO_03015	CDS	711				hypothetical protein
KBOACNCO_03016	CDS	597	clpP_3	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
KBOACNCO_03017	CDS	1239	trpB_2	4.2.1.20	COG0133	Tryptophan synthase beta chain
KBOACNCO_03018	CDS	2973	ycf3_5			Photosystem I assembly protein Ycf3
KBOACNCO_03019	CDS	801	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
KBOACNCO_03020	CDS	453				hypothetical protein
KBOACNCO_03021	CDS	822				hypothetical protein
KBOACNCO_03022	CDS	945		1.-.-.-	COG0667	putative oxidoreductase
KBOACNCO_03023	CDS	1182				hypothetical protein
KBOACNCO_03024	CDS	1389	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
KBOACNCO_03025	tRNA	86				tRNA-Tyr(gta)
KBOACNCO_03026	tRNA	72				tRNA-Thr(ggt)
KBOACNCO_03027	CDS	906				hypothetical protein
KBOACNCO_03028	CDS	687	ktrA		COG0569	Ktr system potassium uptake protein A
KBOACNCO_03029	CDS	927	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
KBOACNCO_03030	CDS	531	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
KBOACNCO_03031	CDS	366	ssb		COG0629	Single-stranded DNA-binding protein
KBOACNCO_03032	CDS	231				hypothetical protein
KBOACNCO_03033	CDS	879	plqA	2.5.1.39		4-hydroxybenzoate solanesyltransferase
KBOACNCO_03034	CDS	1059	psbD_2	1.10.3.9		Photosystem II D2 protein
KBOACNCO_03035	CDS	588				hypothetical protein
KBOACNCO_03036	CDS	1311				hypothetical protein
KBOACNCO_03037	CDS	279				hypothetical protein
KBOACNCO_03038	CDS	633	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
KBOACNCO_03039	CDS	1371	glmU		COG1207	Bifunctional protein GlmU
KBOACNCO_03040	CDS	243				hypothetical protein
KBOACNCO_03041	CDS	1110	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
KBOACNCO_03042	CDS	255				hypothetical protein
KBOACNCO_03043	CDS	1134	dnaJ_4		COG0484	Chaperone protein DnaJ
KBOACNCO_03044	CDS	504	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
KBOACNCO_03045	CDS	876	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
KBOACNCO_03046	CDS	888	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
KBOACNCO_03047	CDS	1626				hypothetical protein
KBOACNCO_03048	CDS	1071	kefC_2			Glutathione-regulated potassium-efflux system protein KefC
KBOACNCO_03049	CDS	1338	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
KBOACNCO_03050	CDS	681	clpP_4	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
KBOACNCO_03051	CDS	1416	tig	5.2.1.8		Trigger factor
KBOACNCO_03052	CDS	1017	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
KBOACNCO_03053	CDS	906	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
KBOACNCO_03054	CDS	1923	rnjA	3.1.-.-	COG0595	Ribonuclease J1
KBOACNCO_03055	CDS	735				hypothetical protein
KBOACNCO_03056	CDS	606	coaE	2.7.1.24		Dephospho-CoA kinase
KBOACNCO_03057	CDS	3072				hypothetical protein
KBOACNCO_03058	CDS	2196		4.1.2.-		phosphoketolase
KBOACNCO_03059	CDS	1140	rip3		COG0517	Putative zinc metalloprotease Rip3
KBOACNCO_03060	CDS	657			COG0325	Pyridoxal phosphate homeostasis protein
KBOACNCO_03061	CDS	396				hypothetical protein
KBOACNCO_03062	CDS	237				hypothetical protein
KBOACNCO_03063	CDS	1344			COG4398	putative protein
KBOACNCO_03064	CDS	2733	valS	6.1.1.9	COG0525	Valine--tRNA ligase
KBOACNCO_03065	CDS	312	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
KBOACNCO_03066	CDS	597	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
KBOACNCO_03067	CDS	582	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I
KBOACNCO_03068	CDS	1119	ndhA	7.1.1.-	COG1005	NAD(P)H-quinone oxidoreductase subunit 1
KBOACNCO_03069	CDS	1146	pyrD_2	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
KBOACNCO_03070	CDS	444	sufE		COG2166	Cysteine desulfuration protein SufE
KBOACNCO_03071	CDS	1278	PSK	2.7.1.47	COG1070	D-ribulose kinase
KBOACNCO_03072	CDS	156				hypothetical protein
KBOACNCO_03073	CDS	324				hypothetical protein
KBOACNCO_03074	CDS	219				hypothetical protein
KBOACNCO_03075	CDS	693				hypothetical protein
KBOACNCO_03076	CDS	2610				hypothetical protein
KBOACNCO_03077	CDS	1014	gap2	1.2.1.59		Glyceraldehyde-3-phosphate dehydrogenase 2
KBOACNCO_03078	CDS	1503	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
KBOACNCO_03079	CDS	954	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
KBOACNCO_03080	CDS	354				hypothetical protein
KBOACNCO_03081	CDS	471	bfr_2	1.16.3.1		Bacterioferritin
KBOACNCO_03082	CDS	249				hypothetical protein
KBOACNCO_03083	CDS	699	recR		COG0353	Recombination protein RecR
KBOACNCO_03084	CDS	564				hypothetical protein
KBOACNCO_03085	CDS	2118				hypothetical protein
KBOACNCO_03086	CDS	1911	der_2			GTPase Der
KBOACNCO_03087	CDS	1530				hypothetical protein
KBOACNCO_03088	CDS	870				hypothetical protein
KBOACNCO_03089	tRNA	88				tRNA-Leu(taa)
KBOACNCO_03090	CDS	708				hypothetical protein
KBOACNCO_03091	CDS	1428				hypothetical protein
KBOACNCO_03092	CDS	753	sphR_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
KBOACNCO_03093	CDS	807	suhB_2	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
KBOACNCO_03094	CDS	786				hypothetical protein
KBOACNCO_03095	CDS	786				hypothetical protein
KBOACNCO_03096	CDS	1059	sbpA			Sulfate-binding protein
KBOACNCO_03097	CDS	294				hypothetical protein
KBOACNCO_03098	CDS	861	cysT			Sulfate transport system permease protein CysT
KBOACNCO_03099	CDS	831	cysW		COG4208	Sulfate transport system permease protein CysW
KBOACNCO_03100	CDS	1068	cysA_3	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
KBOACNCO_03101	CDS	528				hypothetical protein
KBOACNCO_03102	CDS	1182	chrA1			Chromate transport protein
KBOACNCO_03103	CDS	510	apcD_2			Phycobiliprotein beta chain
KBOACNCO_03104	CDS	3120				hypothetical protein
KBOACNCO_03105	CDS	597				hypothetical protein
KBOACNCO_03106	CDS	1902				hypothetical protein
KBOACNCO_03107	CDS	1686	mnmE_2	3.6.-.-		tRNA modification GTPase MnmE
KBOACNCO_03108	CDS	2088	fusA_3			Elongation factor G 1
KBOACNCO_03109	CDS	798	moaA_4			GTP 3',8-cyclase
KBOACNCO_03110	tmRNA	396	ssrA			transfer-messenger RNA, SsrA
KBOACNCO_03111	CDS	231	nfuA			Fe/S biogenesis protein NfuA
KBOACNCO_03112	CDS	1047	ilvC	1.1.1.86		Ketol-acid reductoisomerase (NADP(+))
KBOACNCO_03113	CDS	384				hypothetical protein
KBOACNCO_03114	CDS	771	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
KBOACNCO_03115	CDS	1662	nadB	1.4.3.16	COG0029	L-aspartate oxidase
KBOACNCO_03116	CDS	381				hypothetical protein
KBOACNCO_03117	CDS	387	psaK			Photosystem I reaction center subunit PsaK
KBOACNCO_03118	CDS	1278	rpoD			RNA polymerase sigma factor RpoD
KBOACNCO_03119	rRNA	1486				16S ribosomal RNA
KBOACNCO_03120	tRNA	76				tRNA-Ile(gat)
KBOACNCO_03121	rRNA	2882				23S ribosomal RNA
KBOACNCO_03122	CDS	762				hypothetical protein
KBOACNCO_03123	CDS	543				hypothetical protein
KBOACNCO_03124	CDS	1197				hypothetical protein
KBOACNCO_03125	tRNA	84				tRNA-Leu(cag)
KBOACNCO_03126	CDS	1803				hypothetical protein
KBOACNCO_03127	CDS	996				hypothetical protein
KBOACNCO_03128	CDS	2085	prlC	3.4.24.70	COG0339	Oligopeptidase A
KBOACNCO_03129	CDS	768	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
KBOACNCO_03130	CDS	1470				hypothetical protein
KBOACNCO_03131	CDS	678				hypothetical protein
KBOACNCO_03132	CDS	249				hypothetical protein
KBOACNCO_03133	CDS	318				hypothetical protein
KBOACNCO_03134	CDS	2088	speA_3	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
KBOACNCO_03135	CDS	753				hypothetical protein
KBOACNCO_03136	CDS	957	nadA	2.5.1.72	COG0379	Quinolinate synthase A
KBOACNCO_03137	CDS	747	dsbD	1.8.1.8		Thiol:disulfide interchange protein DsbD
KBOACNCO_03138	CDS	258				hypothetical protein
KBOACNCO_03139	CDS	363				hypothetical protein
KBOACNCO_03140	CDS	2607	acnB	4.2.1.3	COG1049	Aconitate hydratase B
KBOACNCO_03141	CDS	828				hypothetical protein
KBOACNCO_03142	CDS	522				hypothetical protein
KBOACNCO_03143	CDS	537				hypothetical protein
KBOACNCO_03144	CDS	159				hypothetical protein
KBOACNCO_03145	CDS	4641	gltS_3	1.4.7.1		Ferredoxin-dependent glutamate synthase 2
KBOACNCO_03146	CDS	99				hypothetical protein
KBOACNCO_03147	CDS	1002	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
KBOACNCO_03148	CDS	1155	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
KBOACNCO_03149	CDS	1098				hypothetical protein
KBOACNCO_03150	CDS	2532	cugP_3	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
KBOACNCO_03151	CDS	1194	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
KBOACNCO_03152	tRNA	74				tRNA-Val(gac)
KBOACNCO_03153	CDS	873	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
KBOACNCO_03154	CDS	1206	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
KBOACNCO_03155	CDS	330				hypothetical protein
KBOACNCO_03156	CDS	888		2.7.1.-	COG3001	putative ketoamine kinase
KBOACNCO_03157	CDS	777	sigB		COG1191	RNA polymerase sigma-B factor
KBOACNCO_03158	CDS	342				putative protein
KBOACNCO_03159	CDS	1188				hypothetical protein
KBOACNCO_03160	CDS	1047	pkwA_3	2.7.11.1		putative serine/threonine-protein kinase PkwA
KBOACNCO_03161	CDS	2298				hypothetical protein
KBOACNCO_03162	CDS	411				hypothetical protein
KBOACNCO_03163	CDS	804	larB	2.5.1.143	COG1691	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase
KBOACNCO_03164	CDS	552				hypothetical protein
KBOACNCO_03165	CDS	660				hypothetical protein
KBOACNCO_03166	CDS	681				hypothetical protein
KBOACNCO_03167	CDS	855				hypothetical protein
KBOACNCO_03168	CDS	789		1.10.3.-	COG1496	Polyphenol oxidase
KBOACNCO_03169	CDS	270	remA		COG2052	Extracellular matrix regulatory protein A
KBOACNCO_03170	CDS	1440				hypothetical protein
KBOACNCO_03171	CDS	321				hypothetical protein
KBOACNCO_03172	CDS	489	scpB			Segregation and condensation protein B
KBOACNCO_03173	CDS	1689				hypothetical protein
KBOACNCO_03174	CDS	633				hypothetical protein
KBOACNCO_03175	CDS	489				hypothetical protein
KBOACNCO_03176	CDS	1431	ndbB_2	1.6.5.12		Demethylphylloquinone reductase NdbB
KBOACNCO_03177	CDS	543				hypothetical protein
KBOACNCO_03178	CDS	1152				hypothetical protein
KBOACNCO_03179	CDS	1356				hypothetical protein
KBOACNCO_03180	CDS	723	pgl	3.1.1.31		6-phosphogluconolactonase
KBOACNCO_03181	CDS	2499				hypothetical protein
KBOACNCO_03182	CDS	108				hypothetical protein
KBOACNCO_03183	CDS	363				hypothetical protein
KBOACNCO_03184	CDS	2262	sasA_17	2.7.-.-		Adaptive-response sensory-kinase SasA
KBOACNCO_03185	CDS	444				hypothetical protein
KBOACNCO_03186	CDS	750				hypothetical protein
KBOACNCO_03187	CDS	705	mprA_3		COG0745	Response regulator MprA
KBOACNCO_03188	CDS	222				hypothetical protein
KBOACNCO_03189	CDS	1407	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
KBOACNCO_03190	CDS	1266	rssB_3			Regulator of RpoS
KBOACNCO_03191	CDS	1269	stpA	3.1.3.69		Glucosylglycerol-phosphate phosphatase
KBOACNCO_03192	CDS	1092	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
KBOACNCO_03193	CDS	1227				hypothetical protein
KBOACNCO_03194	CDS	1590		2.4.1.18	COG1543	1,4-alpha-glucan branching enzyme
KBOACNCO_03195	CDS	693				hypothetical protein
KBOACNCO_03196	CDS	867	chlL	1.3.7.7	COG1348	Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein
KBOACNCO_03197	CDS	1410	chlN	1.3.7.7	COG2710	Light-independent protochlorophyllide reductase subunit N
KBOACNCO_03198	CDS	450				hypothetical protein
KBOACNCO_03199	CDS	747	cpoB_3			Cell division coordinator CpoB
KBOACNCO_03200	CDS	1299	eno	4.2.1.11	COG0148	Enolase
KBOACNCO_03201	CDS	576				hypothetical protein
KBOACNCO_03202	CDS	1350			COG1055	putative transporter
KBOACNCO_03203	CDS	255				hypothetical protein
KBOACNCO_03204	CDS	858				hypothetical protein
KBOACNCO_03205	CDS	981	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
KBOACNCO_03206	CDS	228				hypothetical protein
KBOACNCO_03207	CDS	210				hypothetical protein
KBOACNCO_03208	CDS	258				hypothetical protein
KBOACNCO_03209	CDS	558				hypothetical protein
KBOACNCO_03210	CDS	210				hypothetical protein
KBOACNCO_03211	CDS	228				hypothetical protein
KBOACNCO_03212	CDS	1743				hypothetical protein
KBOACNCO_03213	CDS	1704	pgm	5.4.2.2	COG0033	Phosphoglucomutase
KBOACNCO_03214	CDS	900	kaiA			Circadian clock protein KaiA
KBOACNCO_03215	CDS	318	kaiB_3			Circadian clock protein KaiB
KBOACNCO_03216	CDS	1560	kaiC_3	2.7.11.1		Circadian clock protein kinase KaiC
KBOACNCO_03217	CDS	5316				hypothetical protein
KBOACNCO_03218	CDS	651				hypothetical protein
KBOACNCO_03219	CDS	3858				hypothetical protein
KBOACNCO_03220	CDS	444	apxIC	2.3.1.-	COG2994	RTX-I toxin-activating lysine-acyltransferase ApxIC
KBOACNCO_03221	CDS	903				hypothetical protein
KBOACNCO_03222	CDS	141				hypothetical protein
KBOACNCO_03223	CDS	168				hypothetical protein
KBOACNCO_03224	CDS	2202	hlyB		COG2274	Alpha-hemolysin translocation ATP-binding protein HlyB
KBOACNCO_03225	CDS	702	vte5	2.7.1.182		Phytol kinase
KBOACNCO_03226	CDS	1215		3.5.1.47		N-acetyldiaminopimelate deacetylase
KBOACNCO_03227	CDS	1623				putative protein
KBOACNCO_03228	CDS	717				hypothetical protein
KBOACNCO_03229	CDS	474	psaL			Photosystem I reaction center subunit XI
KBOACNCO_03230	CDS	123	psaI			Photosystem I reaction center subunit VIII
KBOACNCO_03231	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
KBOACNCO_03232	CDS	828				hypothetical protein
KBOACNCO_03233	CDS	600				hypothetical protein
KBOACNCO_03234	CDS	342				hypothetical protein
KBOACNCO_03235	CDS	579				hypothetical protein
KBOACNCO_03236	CDS	459	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
KBOACNCO_03237	CDS	1623	ppx	3.6.1.11	COG0248	Exopolyphosphatase
KBOACNCO_03238	CDS	1953				hypothetical protein
KBOACNCO_03239	CDS	816	ligF			Protein LigF
KBOACNCO_03240	CDS	2013				hypothetical protein
KBOACNCO_03241	CDS	840	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
KBOACNCO_03242	CDS	1158	desV	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
